Geneid	"RNA STAR on data 17, data 15, and data 56: mapped.bam"	Public Name
WBGene00017839	1	F26G1.3
WBGene00017840	324	ttm-2
WBGene00017841	10	F26G1.5
WBGene00017842	26	nep-12
WBGene00017843	2015	F26G5.1
WBGene00017845	0	srsx-9
WBGene00017848	215	F27B3.6
WBGene00017849	156	F27B3.7
WBGene00017850	97	F27B10.1
WBGene00017851	3	F27C1.1
WBGene00017852	6572	F27C1.2
WBGene00017853	3	F27C1.3
WBGene00017854	265	F27C1.4
WBGene00017855	3684	F27C1.6
WBGene00017858	53	F27C1.11
WBGene00017860	0	F27C1.13
WBGene00017861	398	F27D9.2
WBGene00017864	7321	pcca-1
WBGene00017865	242	F27D9.7
WBGene00017866	80	stn-2
WBGene00017867	35	slc-28.1
WBGene00017868	42	slc-28.2
WBGene00017869	2	F28A10.1
WBGene00017870	1	F28A10.2
WBGene00017871	2	clc-33
WBGene00017872	0	F28A10.4
WBGene00017873	1	F28A10.5
WBGene00017874	715	acdh-9
WBGene00017875	1	F28A10.7
WBGene00017876	0	F28A10.8
WBGene00017877	1	F28A10.9
WBGene00017878	0	F28A10.10
WBGene00017879	12	acd-4
WBGene00017880	37	F28A12.3
WBGene00017881	4274	asp-13
WBGene00017885	3228	dip-2
WBGene00017886	4155	mfsd-13.1
WBGene00017887	1684	F28B3.6
WBGene00017888	510	acl-11
WBGene00017889	1059	F28B3.10
WBGene00017890	2	F28B4.1
WBGene00017891	541	rgl-1
WBGene00017892	2708	F28B4.3
WBGene00017893	21	F28B4.4
WBGene00017894	150	F28B12.1
WBGene00017895	6491	vrk-1
WBGene00017896	7	F28C10.1
WBGene00017898	926	F28C10.3
WBGene00017899	5	F28C10.4
WBGene00017900	189	F28E10.1
WBGene00017901	298	siss-1
WBGene00017902	2	F28E10.4
WBGene00017904	403	lim-8
WBGene00017905	49	F28F5.6
WBGene00017906	5	F28F9.2
WBGene00017907	35	F28F9.3
WBGene00017908	390	F28H1.1
WBGene00017909	18	F28H1.4
WBGene00017910	2	F28H1.5
WBGene00017911	69	fbxb-106
WBGene00017912	74	fbxb-107
WBGene00017913	1	F29A7.3
WBGene00017914	17	F29A7.4
WBGene00017916	1313	F29A7.6
WBGene00017917	5	clec-120
WBGene00017918	0	F29A7.8
WBGene00017919	617	F29B9.1
WBGene00017920	3294	jmjd-1.2
WBGene00017921	86	F29B9.5
WBGene00017922	5	F29B9.7
WBGene00017923	928	F29B9.8
WBGene00017924	798	mrps-21
WBGene00017925	6975	F29B9.11
WBGene00017926	3497	cox-6C
WBGene00017927	18	F29C4.4
WBGene00017928	2043	tut-1
WBGene00017929	3013	grld-1
WBGene00017930	79	F29G9.1
WBGene00017931	9126	picc-1
WBGene00017933	150	F29G9.7
WBGene00017934	1392	osgn-1
WBGene00017935	3	srbc-70
WBGene00017936	108	zipt-2.2
WBGene00017937	22	F30H5.3
WBGene00017938	45	F31A3.3
WBGene00017939	1019	F31A3.5
WBGene00017941	10	F31A9.2
WBGene00017942	7	fbxc-37
WBGene00017944	9	F31D5.1
WBGene00017945	117	F31D5.2
WBGene00017947	110	mth-2
WBGene00017948	87	mth-1
WBGene00017949	71	F31D5.6
WBGene00017950	160	F31E3.2
WBGene00017951	4705	panl-2
WBGene00017952	208	F31E3.6
WBGene00017954	964	F31E8.4
WBGene00017955	5	F31E8.5
WBGene00017956	2	F31E8.6
WBGene00017957	51	F31F4.1
WBGene00017959	1	ugt-42
WBGene00017960	3	F31F4.11
WBGene00017961	75	nhr-180
WBGene00017962	198	fbxa-72
WBGene00017963	1	F31F4.17
WBGene00017964	5459	F31F7.1
WBGene00017965	36	F31F7.2
WBGene00017967	4153	ada-2
WBGene00017968	277	skpo-3
WBGene00017969	326	ctsa-3.1
WBGene00017970	4015	F32A5.4
WBGene00017971	178	F32A5.8
WBGene00017973	55	ift-81
WBGene00017974	615	vps-41
WBGene00017975	1	F32B5.1
WBGene00017976	14	F32B5.2
WBGene00017977	4	F32B5.3
WBGene00017978	3	msrp-1
WBGene00017979	1294	F32B5.6
WBGene00017980	151	F32B5.7
WBGene00017981	1344	figl-1
WBGene00017982	5305	hpo-18
WBGene00017983	84	F32D1.3
WBGene00017984	18818	gmpr-1
WBGene00017985	6544	neg-1
WBGene00017986	8415	F32D1.7
WBGene00017987	6	F32D1.8
WBGene00017988	7976	fipp-1
WBGene00017989	4774	nol-10
WBGene00017990	2720	cec-4
WBGene00017991	46	clec-180
WBGene00017992	2728	F32E10.5
WBGene00017993	10593	cec-5
WBGene00017995	22	F32E10.8
WBGene00017996	3375	F33D4.4
WBGene00017997	2561	mrpl-1
WBGene00017998	24	F33D4.6
WBGene00017999	291	emc-6
WBGene00018000	0	F33D11.1
WBGene00018001	1	F33D11.2
WBGene00018002	22	twk-47
WBGene00018003	1	F33D11.6
WBGene00018004	1	F33D11.7
WBGene00018005	36	nlp-62
WBGene00018006	6973	gpaa-1
WBGene00018007	5924	F33D11.10
WBGene00018008	6908	vpr-1
WBGene00018009	2858	dhhc-3
WBGene00018010	2608	F33E11.2
WBGene00018011	4443	F33E11.3
WBGene00018013	1582	phf-10
WBGene00018014	1975	wdr-83
WBGene00018015	2531	F33G12.3
WBGene00018016	4553	lrr-1
WBGene00018017	3563	golg-2
WBGene00018018	503	F33G12.6
WBGene00018019	0	F33H12.1
WBGene00018021	82	F34D6.1
WBGene00018022	3	ceh-87
WBGene00018023	32	set-11
WBGene00018024	239	F35A5.1
WBGene00018025	70	F35A5.2
WBGene00018026	12	idpp-5
WBGene00018027	1	F35A5.5
WBGene00018030	5	F35B3.3
WBGene00018031	7	F35B3.4
WBGene00018033	90	F35B3.7
WBGene00018034	3	sek-5
WBGene00018035	84	sek-4
WBGene00018036	997	F35C8.5
WBGene00018037	2539	chtl-1
WBGene00018038	1	F35C8.8
WBGene00018039	0	F35D2.1
WBGene00018040	21	F35D2.2
WBGene00018041	283	F35D2.3
WBGene00018042	32	mks-3
WBGene00018043	8	F35D11.1
WBGene00018044	830	F35D11.3
WBGene00018045	1149	F35D11.4
WBGene00018046	743	coa-3
WBGene00018047	8	clec-136
WBGene00018048	0	clec-137
WBGene00018049	0	clec-138
WBGene00018050	9	clec-139
WBGene00018051	721	che-10
WBGene00018052	97	F35F10.1
WBGene00018053	0	srbc-3
WBGene00018054	12	F35F10.4
WBGene00018055	5	F35F10.5
WBGene00018056	8	F35F10.6
WBGene00018057	0	F35F10.7
WBGene00018058	1	srbc-1
WBGene00018059	1	F35F10.10
WBGene00018060	123	arrd-18
WBGene00018061	231	arrd-19
WBGene00018062	11	F35F10.13
WBGene00018063	3	F35F10.14
WBGene00018064	2935	cdc-73
WBGene00018065	31	F35F11.2
WBGene00018066	2	F35F11.3
WBGene00018067	10	npr-7
WBGene00018068	74	F35H10.2
WBGene00018069	60	spig-13
WBGene00018070	829	F35H10.5
WBGene00018071	1386	F35H10.6
WBGene00018072	3112	nprl-3
WBGene00018073	508	F35H10.10
WBGene00018074	23	F35H12.1
WBGene00018075	905	tbc-11
WBGene00018076	421	pifk-1
WBGene00018077	242	F35H12.5
WBGene00018078	17	F35H12.6
WBGene00018080	1	F36A4.1
WBGene00018081	1	F36A4.2
WBGene00018082	2	F36A4.3
WBGene00018083	2	F36A4.4
WBGene00018084	40	F36A4.5
WBGene00018085	258	ttr-20
WBGene00018087	6	F36D4.1
WBGene00018088	1010	trpp-4
WBGene00018089	19	F36D4.4
WBGene00018090	4968	F36D4.5
WBGene00018091	5	F36D4.6
WBGene00018092	8	F36F12.1
WBGene00018093	1	F36F12.2
WBGene00018094	82	F36F12.3
WBGene00018096	0	clec-207
WBGene00018097	0	clec-208
WBGene00018098	1	F36F12.7
WBGene00018099	1434	ztf-28
WBGene00018100	297	math-26
WBGene00018101	746	math-27
WBGene00018102	21	math-28
WBGene00018103	46	F36H5.4
WBGene00018104	69	fbxb-53
WBGene00018105	2	clec-19
WBGene00018106	1	F36H5.8
WBGene00018107	0	F36H5.9
WBGene00018108	0	F36H5.10
WBGene00018109	33	fbxb-12
WBGene00018110	1	F36H9.1
WBGene00018111	14	F36H9.2
WBGene00018112	178	F36H9.4
WBGene00018113	28	F36H9.5
WBGene00018114	1	srt-41
WBGene00018115	16	F36H9.7
WBGene00018117	265	nlp-47
WBGene00018118	367	slfl-4
WBGene00018119	5	F36H12.3
WBGene00018120	0	F36H12.4
WBGene00018121	4	F36H12.5
WBGene00018122	0	ttbk-2.1
WBGene00018123	0	F36H12.9
WBGene00018124	0	F36H12.10
WBGene00018125	0	rmd-4
WBGene00018127	6	F36H12.14
WBGene00018130	41	F36H12.17
WBGene00018131	4952	F37A4.1
WBGene00018132	3752	F37A4.2
WBGene00018133	19	F37A4.3
WBGene00018134	21	F37A4.4
WBGene00018135	24	F37A4.5
WBGene00018136	9	F37A4.6
WBGene00018137	4538	bath-41
WBGene00018138	614	folt-2
WBGene00018139	1	sre-24
WBGene00018140	973	F37B4.10
WBGene00018141	1	oac-21
WBGene00018142	0	oac-22
WBGene00018143	4	oac-23
WBGene00018144	199	F37C4.4
WBGene00018145	9206	F37C4.5
WBGene00018146	250	F37C4.6
WBGene00018148	4	F37C4.8
WBGene00018149	5254	yju-2
WBGene00018150	5151	epg-4
WBGene00018151	3174	ndab-2
WBGene00018152	13417	acs-4
WBGene00018153	134	F37C12.10
WBGene00018154	2735	exos-9
WBGene00018155	4	F37C12.14
WBGene00018156	5263	ncbp-1
WBGene00018157	6	lron-6
WBGene00018158	4	comp-1
WBGene00018159	847	F37F2.2
WBGene00018160	3290	odr-8
WBGene00018161	2647	F38A5.2
WBGene00018162	0	nspb-3
WBGene00018163	8	F38A5.6
WBGene00018164	1540	sup-36
WBGene00018165	1	F38A5.8
WBGene00018166	0	nspb-5
WBGene00018167	0	nspb-4
WBGene00018168	3	irld-7
WBGene00018169	1	nspb-2
WBGene00018170	0	nspb-1
WBGene00018172	0	F38B6.2
WBGene00018173	16	F38B6.3
WBGene00018174	268	F38B6.4
WBGene00018175	65	F38B6.6
WBGene00018176	0	F38B6.7
WBGene00018178	1	F38E1.3
WBGene00018179	5	F38E1.6
WBGene00018180	1	srsx-22
WBGene00018181	2540	mpdu-1
WBGene00018182	0	F38E1.10
WBGene00018184	610	F38E9.1
WBGene00018186	0	F38E9.4
WBGene00018187	1119	twf-2
WBGene00018188	118	F38E9.6
WBGene00018189	368	nhr-181
WBGene00018190	1	F38H12.5
WBGene00018191	31	frpr-7
WBGene00018192	0	F39B3.3
WBGene00018193	2067	F39C12.1
WBGene00018194	70	F39E9.1
WBGene00018195	126	btb-16
WBGene00018196	3	nep-13
WBGene00018198	3	F39E9.6
WBGene00018199	53	F39E9.7
WBGene00018200	111	btb-17
WBGene00018201	8	btb-18
WBGene00018202	17	F39F10.2
WBGene00018203	217	F39F10.3
WBGene00018204	133	F39F10.4
WBGene00018205	1	F39F10.5
WBGene00018206	294	ugt-61
WBGene00018207	50	F39G3.2
WBGene00018208	1930	F39G3.3
WBGene00018209	7	F39G3.4
WBGene00018210	95	F39G3.5
WBGene00018211	6	oac-24
WBGene00018212	432	F39H12.1
WBGene00018213	15	wdr-54
WBGene00018214	305	F39H12.3
WBGene00018215	304	igcm-1
WBGene00018216	454	F40A3.1
WBGene00018217	311	F40A3.2
WBGene00018218	3584	F40A3.3
WBGene00018219	17	F40A3.4
WBGene00018221	57	F40A3.6
WBGene00018222	36	F40A3.7
WBGene00018223	73	bath-13
WBGene00018224	42	bath-18
WBGene00018225	2	nep-14
WBGene00018226	606	F40B5.2
WBGene00018227	10	nep-15
WBGene00018228	3	F40C5.1
WBGene00018229	1	F40C5.2
WBGene00018230	3979	mage-1
WBGene00018231	10	F40E3.3
WBGene00018232	64	F40E3.5
WBGene00018233	2	F40E3.6
WBGene00018234	2	F40E12.1
WBGene00018235	41	F40E12.2
WBGene00018236	170	fbxb-71
WBGene00018237	3600	irg-7
WBGene00018238	1689	F40F4.7
WBGene00018239	1201	sec-20
WBGene00018240	397	cox-17
WBGene00018241	209	F40G9.5
WBGene00018242	61	F40G9.6
WBGene00018243	0	F40G9.7
WBGene00018244	0	F40G9.8
WBGene00018245	55	F40G9.9
WBGene00018246	12	clec-148
WBGene00018247	11	F40G9.12
WBGene00018248	22	F40G9.14
WBGene00018249	986	F40H3.1
WBGene00018250	14	spig-17
WBGene00018251	7	F40H3.3
WBGene00018252	1074	F40H3.6
WBGene00018253	2	clc-10
WBGene00018254	4	F40H6.2
WBGene00018255	5	F40H6.5
WBGene00018256	27	cutl-28
WBGene00018257	73	F41B4.1
WBGene00018258	145	F41B4.2
WBGene00018259	336	F41B4.3
WBGene00018260	145	cyp-33C7
WBGene00018261	19	cyp-33C5
WBGene00018262	192	cyp-33C3
WBGene00018264	6	cyp-33C6
WBGene00018265	200	nhr-182
WBGene00018266	99	nhr-183
WBGene00018267	94	F41C3.1
WBGene00018268	544	F41C3.2
WBGene00018269	2768	acs-11
WBGene00018270	1748	eas-1
WBGene00018271	11779	ctsa-1.1
WBGene00018273	37	F41C3.7
WBGene00018274	69	F41C3.8
WBGene00018275	84	F41C3.11
WBGene00018278	16	F41C6.4
WBGene00018279	12	F41C6.6
WBGene00018280	48	F41C6.7
WBGene00018281	111	tbc-18
WBGene00018282	199	F41D9.2
WBGene00018283	55	sulp-3
WBGene00018284	0	F41E6.1
WBGene00018285	6264	smk-1
WBGene00018286	407	F41E6.5
WBGene00018288	18	F41E6.7
WBGene00018289	3	F41E6.8
WBGene00018290	3808	vps-60
WBGene00018291	0	fip-4
WBGene00018292	4	idpc-2
WBGene00018293	116	F41E6.12
WBGene00018294	8722	atg-18
WBGene00018295	10	oac-29
WBGene00018296	0	F41F3.1
WBGene00018297	96	F41F3.3
WBGene00018298	237	nlp-50
WBGene00018300	3	F41G3.3
WBGene00018301	8	F41G3.5
WBGene00018302	5088	F41G3.6
WBGene00018303	235	F41G3.10
WBGene00018304	218	agr-1
WBGene00018305	2460	exos-8
WBGene00018307	70	dyla-1
WBGene00018309	15	F41G4.5
WBGene00018310	17	F41G4.7
WBGene00018311	62	F41G4.8
WBGene00018312	2	F41H8.1
WBGene00018313	2	F41H8.2
WBGene00018314	64	F41H10.1
WBGene00018315	2	F41H10.2
WBGene00018316	4086	F41H10.3
WBGene00018317	1954	F41H10.4
WBGene00018318	29	F41H10.5
WBGene00018319	5256	hda-6
WBGene00018321	3617	sand-1
WBGene00018322	1	F41H10.12
WBGene00018323	1	F42A6.1
WBGene00018324	0	F42A6.2
WBGene00018325	14	F42A6.3
WBGene00018326	12	cyp-25A5
WBGene00018327	1	F42A6.5
WBGene00018328	1015	F42A6.6
WBGene00018329	2	fbxa-130
WBGene00018330	1470	elks-1
WBGene00018332	1	F42A9.3
WBGene00018333	11	cyp-33E3
WBGene00018334	222	cyp-33E2
WBGene00018335	2741	F42A9.6
WBGene00018336	0	F42A9.7
WBGene00018337	2342	F42A9.8
WBGene00018338	7	F42A9.9
WBGene00018339	3931	abcf-3
WBGene00018340	207	anmt-2
WBGene00018341	5554	F42A10.5
WBGene00018342	927	F42A10.6
WBGene00018343	1047	F42A10.7
WBGene00018344	16	npr-27
WBGene00018345	49	F42C5.3
WBGene00018346	140	F42C5.4
WBGene00018347	1	F42C5.5
WBGene00018348	11	F42C5.6
WBGene00018349	635	F42C5.9
WBGene00018350	425	ifo-1
WBGene00018351	198	F42G2.2
WBGene00018352	95	fbxc-20
WBGene00018353	183	fbxa-182
WBGene00018354	48	F42G2.5
WBGene00018355	318	ceh-86
WBGene00018356	156	islo-1
WBGene00018357	1320	moc-3
WBGene00018358	338	erp-44.3
WBGene00018359	12	F42G8.8
WBGene00018360	29	irld-8
WBGene00018361	3176	ndub-11
WBGene00018362	8427	ppm-1.G
WBGene00018363	58	nlp-52
WBGene00018364	2954	dagl-2
WBGene00018365	2	tpst-2
WBGene00018366	1896	F42H10.2
WBGene00018367	343	F42H10.3
WBGene00018369	93	mig-39
WBGene00018370	879	F42H10.6
WBGene00018371	2681	ess-2
WBGene00018373	248	F43B10.1
WBGene00018374	254	tag-343
WBGene00018375	69	F43C9.1
WBGene00018376	425	F43C9.2
WBGene00018377	2	hum-10
WBGene00018378	0	F43C11.1
WBGene00018379	0	F43C11.2
WBGene00018380	2	F43C11.3
WBGene00018381	1	F43C11.4
WBGene00018382	2	F43C11.5
WBGene00018383	55	F43C11.6
WBGene00018384	1126	F43C11.7
WBGene00018385	5	F43C11.8
WBGene00018386	948	enri-1
WBGene00018387	16	F43C11.10
WBGene00018388	2	F43C11.11
WBGene00018389	0	F43C11.12
WBGene00018390	915	F43E2.1
WBGene00018391	7257	rpb-4
WBGene00018392	59	insc-1
WBGene00018393	573	msra-1
WBGene00018394	16	F43E2.6
WBGene00018395	9748	mtch-1
WBGene00018397	2	F43E2.11
WBGene00018398	286	sptl-2
WBGene00018399	899	F43H9.3
WBGene00018400	367	F43H9.4
WBGene00018402	18	kvs-3
WBGene00018403	560	F44A2.3
WBGene00018404	5	nhr-39
WBGene00018405	374	F44A2.5
WBGene00018406	5	F44A2.7
WBGene00018407	53	F44B9.2
WBGene00018408	1859	F44B9.5
WBGene00018409	5162	F44B9.8
WBGene00018410	9	F44B9.9
WBGene00018411	16	F44B9.10
WBGene00018412	4	nhr-37
WBGene00018413	50	cyp-33C4
WBGene00018414	2	nstp-8
WBGene00018415	53	nhr-184
WBGene00018417	2740	F44E2.3
WBGene00018418	73	F44E2.4
WBGene00018419	1723	F44E2.6
WBGene00018420	4752	F44E2.7
WBGene00018421	3817	F44E2.8
WBGene00018422	670	F44E2.9
WBGene00018423	2484	F44E2.10
WBGene00018424	3678	pgph-2
WBGene00018425	10	F44E7.3
WBGene00018426	6825	F44E7.4
WBGene00018427	1731	F44E7.5
WBGene00018428	9	fbxa-183
WBGene00018429	5	F44E7.7
WBGene00018430	112	nhr-142
WBGene00018431	2829	F44E7.9
WBGene00018432	1	irld-33
WBGene00018433	44	ceh-82
WBGene00018434	4	ceh-81
WBGene00018435	209	btb-9
WBGene00018436	80	fbxb-11
WBGene00018437	122	btb-8
WBGene00018438	1242	btb-6
WBGene00018439	59	fbxa-184
WBGene00018440	1	F45C12.9
WBGene00018441	13	math-29
WBGene00018442	59	sdz-18
WBGene00018443	256	btb-7
WBGene00018444	38	fbxb-48
WBGene00018445	8	fbxb-5
WBGene00018446	1723	ceh-83
WBGene00018447	3	irld-9
WBGene00018448	3	F45D11.1
WBGene00018449	0	F45D11.2
WBGene00018450	0	F45D11.3
WBGene00018451	0	F45D11.4
WBGene00018452	320	F45D11.5
WBGene00018454	1	fbxb-28
WBGene00018455	329	fbxc-42
WBGene00018456	506	fbxc-39
WBGene00018457	0	fbxb-29
WBGene00018458	64	fbxb-30
WBGene00018459	0	F45D11.14
WBGene00018460	0	F45D11.15
WBGene00018461	0	F45D11.16
WBGene00018462	63	F45E1.1
WBGene00018463	0	F45E1.2
WBGene00018465	513	F45E1.4
WBGene00018466	9	F45E1.5
WBGene00018467	495	sdpn-1
WBGene00018468	334	cla-1
WBGene00018470	156	F45E4.5
WBGene00018471	25	F45E4.6
WBGene00018472	4	nep-16
WBGene00018473	111	cima-1
WBGene00018474	3323	cnep-1
WBGene00018475	2301	F45E12.5
WBGene00018476	46	F45E12.6
WBGene00018477	0	otpl-4
WBGene00018478	10	otpl-5
WBGene00018479	20	otpl-6
WBGene00018480	2	otpl-7
WBGene00018481	1481	F45F2.9
WBGene00018482	6659	F45F2.10
WBGene00018483	6790	F45F2.11
WBGene00018484	7	F46C8.1
WBGene00018485	200	F46C8.3
WBGene00018486	23	glb-16
WBGene00018487	14	F46C8.8
WBGene00018488	3166	acs-1
WBGene00018489	223	F46E10.2
WBGene00018490	1	F46E10.3
WBGene00018491	9583	mdh-1
WBGene00018492	276	hpo-26
WBGene00018493	0	F46F5.1
WBGene00018494	0	F46F5.2
WBGene00018495	0	F46F5.4
WBGene00018496	0	F46F5.5
WBGene00018497	0	msrp-3
WBGene00018498	4	F46F5.7
WBGene00018499	0	F46F5.8
WBGene00018500	0	msrp-4
WBGene00018501	1	F46F5.10
WBGene00018502	0	F46F5.11
WBGene00018503	0	F46F5.12
WBGene00018504	2	F46F5.13
WBGene00018505	1	F46F5.14
WBGene00018506	7	F46F5.15
WBGene00018507	3	F46F5.16
WBGene00018508	2321	F46F11.1
WBGene00018509	4767	xrep-4
WBGene00018510	550	F46F11.7
WBGene00018511	4425	F46F11.8
WBGene00018512	1971	trpp-8
WBGene00018513	677	trmt-10C.1
WBGene00018514	17	twnk-1
WBGene00018515	18	F46G11.2
WBGene00018516	441	gakh-1
WBGene00018517	19	F46G11.4
WBGene00018518	1770	F46H5.2
WBGene00018519	10180	F46H5.3
WBGene00018520	1818	F46H5.4
WBGene00018521	20	F46H5.5
WBGene00018522	2475	F46H5.7
WBGene00018523	173	lact-1
WBGene00018525	0	F47B3.1
WBGene00018526	0	F47B3.2
WBGene00018527	0	F47B3.3
WBGene00018528	0	F47B3.4
WBGene00018529	1	F47B3.5
WBGene00018530	0	F47B3.6
WBGene00018531	1	F47B3.7
WBGene00018532	791	pmpl-1
WBGene00018533	1708	F47B7.2
WBGene00018534	0	F47B7.3
WBGene00018535	0	F47B7.4
WBGene00018536	3	F47B7.5
WBGene00018537	17	F47B7.6
WBGene00018538	198	marg-1
WBGene00018539	1	nhr-185
WBGene00018540	126	btb-21
WBGene00018541	7	nhr-186
WBGene00018542	7	nhr-187
WBGene00018543	14	ugt-32
WBGene00018544	2	nhr-188
WBGene00018545	0	nhr-189
WBGene00018547	225	clec-78
WBGene00018548	6	clec-79
WBGene00018549	0	F47C12.6
WBGene00018550	0	F47C12.7
WBGene00018551	1	F47C12.8
WBGene00018552	0	srt-19
WBGene00018553	0	srt-60
WBGene00018554	0	srt-3
WBGene00018555	1	srt-35
WBGene00018556	1	srt-36
WBGene00018557	0	srt-38
WBGene00018558	0	srt-20
WBGene00018559	0	srt-37
WBGene00018560	22	F47D12.3
WBGene00018561	241	gadr-3
WBGene00018562	112	F47D12.6
WBGene00018563	9	F47D12.7
WBGene00018564	7360	F47D12.9
WBGene00018565	5	F47E1.1
WBGene00018566	518	F47E1.2
WBGene00018567	1	prdm-14
WBGene00018568	13	F47E1.4
WBGene00018569	177	F47F2.1
WBGene00018571	1	F47F2.3
WBGene00018572	194	lin-42
WBGene00018573	10	oac-30
WBGene00018575	13	clec-119
WBGene00018576	84	F47G3.1
WBGene00018577	239	asna-2
WBGene00018578	325	F47G3.3
WBGene00018579	100	acs-16
WBGene00018580	4	F47G6.3
WBGene00018582	83	F48A9.2
WBGene00018585	2676	F48A11.4
WBGene00018586	5690	ubxn-3
WBGene00018587	2	F48B9.1
WBGene00018589	19	F48B9.3
WBGene00018590	206	pdf-2
WBGene00018591	7	npax-2
WBGene00018593	316	F48B9.8
WBGene00018594	192	aman-3
WBGene00018595	273	fbxa-145
WBGene00018596	2	F48C1.3
WBGene00018598	2613	F48C1.5
WBGene00018599	1476	F48C1.6
WBGene00018600	10	F48C1.8
WBGene00018601	2427	F48C1.9
WBGene00018602	3800	F48D6.4
WBGene00018603	798	F48E3.2
WBGene00018604	3081	uggt-1
WBGene00018605	13336	try-14
WBGene00018606	179	F48E3.6
WBGene00018607	157	chts-1
WBGene00018608	43	F48E3.9
WBGene00018609	2701	F48E8.2
WBGene00018610	2991	F48E8.3
WBGene00018611	1575	F48E8.4
WBGene00018612	1489	disl-2
WBGene00018613	4092	skpt-1
WBGene00018614	66	pals-31
WBGene00018615	101	F48G7.4
WBGene00018616	4	F48G7.5
WBGene00018617	0	srt-17
WBGene00018618	1	F48G7.7
WBGene00018619	4	F48G7.8
WBGene00018620	3	F48G7.9
WBGene00018621	15	F48G7.10
WBGene00018622	89	nhr-190
WBGene00018623	2	F48G7.12
WBGene00018624	28	F48G7.13
WBGene00018625	4605	prp-17
WBGene00018626	3	F49D11.2
WBGene00018627	0	F49D11.3
WBGene00018628	0	F49D11.4
WBGene00018630	0	F49D11.6
WBGene00018631	0	F49D11.7
WBGene00018632	3146	tag-296
WBGene00018634	193	pigx-1
WBGene00018635	3586	nprl-2
WBGene00018636	4891	oef-1
WBGene00018637	384	F49E8.6
WBGene00018638	1917	F49E8.7
WBGene00018639	46	tbc-16
WBGene00018640	5	F49E10.2
WBGene00018641	19	F49E10.4
WBGene00018643	446	drd-50
WBGene00018644	0	F49F1.3
WBGene00018645	25	F49F1.5
WBGene00018646	66	mul-1
WBGene00018647	248	F49F1.7
WBGene00018648	11	F49F1.8
WBGene00018649	0	F49F1.9
WBGene00018650	0	F49F1.10
WBGene00018651	0	F49F1.11
WBGene00018652	2	F49F1.12
WBGene00018653	8	F49H12.2
WBGene00018654	20	F49H12.3
WBGene00018655	10	F49H12.4
WBGene00018656	1195	txdc-12.2
WBGene00018657	2165	acl-4
WBGene00018658	120	bath-22
WBGene00018659	1112	F52C6.2
WBGene00018660	226	F52C6.3
WBGene00018661	109	F52C6.4
WBGene00018662	1	math-30
WBGene00018663	2	math-31
WBGene00018664	194	bath-11
WBGene00018665	616	bath-4
WBGene00018666	255	bath-6
WBGene00018667	498	bath-7
WBGene00018668	955	bath-2
WBGene00018669	128	F52C6.12
WBGene00018670	26	F52C6.13
WBGene00018671	11	F52C6.14
WBGene00018672	1712	sorf-2
WBGene00018674	939	F52C9.3
WBGene00018675	18	F52C9.5
WBGene00018678	2226	tdpo-1
WBGene00018679	1274	F52C12.2
WBGene00018680	746	tsen-54
WBGene00018681	1098	denn-4
WBGene00018682	285	aagr-4
WBGene00018683	12	F52D1.2
WBGene00018684	0	fbxa-41
WBGene00018687	7	F52D2.5
WBGene00018688	9	F52D2.6
WBGene00018689	631	F52D2.7
WBGene00018690	10	fbxa-46
WBGene00018691	0	fbxa-17
WBGene00018692	112	F52E1.2
WBGene00018693	2	F52E1.3
WBGene00018694	45	F52E1.5
WBGene00018696	122	pho-6
WBGene00018697	222	F52E1.9
WBGene00018698	3885	vha-18
WBGene00018699	3	F52E1.12
WBGene00018700	12649	lmd-3
WBGene00018701	7023	pccb-1
WBGene00018702	398	F52E4.5
WBGene00018703	1028	sec-3
WBGene00018704	418	ztf-13
WBGene00018706	11	F52F10.2
WBGene00018707	49	oac-31
WBGene00018708	22	oac-32
WBGene00018709	2	srsx-8
WBGene00018710	1709	F52G3.1
WBGene00018711	3	F52G3.3
WBGene00018712	1	F52G3.4
WBGene00018713	73	F52G3.5
WBGene00018714	346	F52H2.1
WBGene00018715	66	F52H2.3
WBGene00018716	81	smvt-1
WBGene00018717	406	F52H2.5
WBGene00018718	101	dhcr-24
WBGene00018719	349	ccd-5
WBGene00018720	20	F53A3.1
WBGene00018721	3850	polh-1
WBGene00018723	698	F53A3.7
WBGene00018724	117	F53A9.1
WBGene00018725	48	kreg-1
WBGene00018726	2	F53A9.3
WBGene00018727	24	jbts-14
WBGene00018728	28	frpr-8
WBGene00018729	476	F53A9.6
WBGene00018730	555	F53A9.7
WBGene00018731	2926	F53A9.8
WBGene00018732	124	F53A9.9
WBGene00018734	591	F53A10.2
WBGene00018735	974	F53B1.2
WBGene00018736	11	F53B1.3
WBGene00018738	48	swip-10
WBGene00018739	1044	F53B1.8
WBGene00018740	1598	tra-4
WBGene00018741	3	comt-1
WBGene00018742	23	F53B3.3
WBGene00018743	975	F53B3.5
WBGene00018744	27	F53B3.6
WBGene00018745	9	F53C3.1
WBGene00018746	199	fbxb-103
WBGene00018747	43	F53C3.3
WBGene00018748	63	F53C3.4
WBGene00018749	0	F53C3.5
WBGene00018750	86	F53C3.6
WBGene00018751	4	F53C3.7
WBGene00018752	11	F53C3.8
WBGene00018754	66	F53C3.11
WBGene00018755	166	bcmo-2
WBGene00018756	6169	plpp-1.1
WBGene00018757	661	gid-8
WBGene00018758	1615	F53E10.1
