Geneid	"RNA STAR on data 17, data 15, and data 5: mapped.bam"	Public Name
WBGene00015460	2115	C05C8.1
WBGene00015461	5207	krr-1
WBGene00015462	2404	C05C8.5
WBGene00015463	8350	hpo-9
WBGene00015464	2376	C05C8.7
WBGene00015465	77	C05C8.8
WBGene00015466	2781	hyls-1
WBGene00015467	4	basl-1
WBGene00015468	5279	madf-11
WBGene00015469	2214	C05D2.8
WBGene00015470	8237	wdr-37
WBGene00015471	215	lmp-2
WBGene00015472	266	C05D9.3
WBGene00015473	8	C05D9.4
WBGene00015474	773	C05D9.7
WBGene00015476	106	C05D9.9
WBGene00015477	1921	attf-4
WBGene00015478	143	mapk-15
WBGene00015479	233	wht-1
WBGene00015480	415	C05D10.4
WBGene00015481	11413	C05D11.1
WBGene00015483	144	C05D11.5
WBGene00015484	7751	atgl-1
WBGene00015485	4486	C05D11.8
WBGene00015486	5644	popl-1
WBGene00015487	1995	mrps-17
WBGene00015488	549	C05D11.13
WBGene00015489	1	C05E4.7
WBGene00015491	3	C05E4.12
WBGene00015492	1416	lnp-1
WBGene00015493	0	C05E11.2
WBGene00015494	491	C05E11.3
WBGene00015495	73	C05E11.6
WBGene00015496	7	C05E11.7
WBGene00015497	1312	nhr-76
WBGene00015499	8285	ints-1
WBGene00015500	28	C06A5.2
WBGene00015501	8419	C06A5.3
WBGene00015504	6589	simr-1
WBGene00015505	3022	C06A5.8
WBGene00015507	1370	C06A6.2
WBGene00015508	3037	mvb-12
WBGene00015509	6856	C06A6.4
WBGene00015510	1478	erp-44.2
WBGene00015511	2	C06A6.7
WBGene00015512	9888	mthf-1
WBGene00015513	7547	snpc-1.1
WBGene00015514	19430	srlf-1
WBGene00015515	3807	spdl-1
WBGene00015516	9	C06A8.6
WBGene00015517	186	cepr-104.2
WBGene00015518	499	C06E1.1
WBGene00015519	174	doxa-1
WBGene00015520	0	fip-3
WBGene00015521	2	fipr-16
WBGene00015522	59	C06E1.7
WBGene00015523	28	ztf-30
WBGene00015524	4413	C06E1.9
WBGene00015525	1385	rha-2
WBGene00015526	256	C06E1.11
WBGene00015527	120	C06E2.1
WBGene00015528	1	C06E2.2
WBGene00015529	926	C06E2.5
WBGene00015530	0	C06E4.1
WBGene00015531	36	C06E4.2
WBGene00015532	91	C06E4.3
WBGene00015533	1	C06E4.4
WBGene00015534	2	C06E4.5
WBGene00015535	12	C06E4.6
WBGene00015536	10	glb-2
WBGene00015537	56	C06E4.8
WBGene00015538	2764	sams-3
WBGene00015539	315	C06E7.2
WBGene00015540	4019	sams-4
WBGene00015541	412	C06E7.4
WBGene00015544	78	C06E8.5
WBGene00015545	144	C06G1.1
WBGene00015546	31	cpg-19
WBGene00015547	4575	ain-1
WBGene00015549	102	C06G3.3
WBGene00015550	6	C06G3.4
WBGene00015551	2641	adah-1
WBGene00015552	1745	gldi-4
WBGene00015553	9833	trxr-1
WBGene00015554	1838	nabp-1
WBGene00015555	7716	ufl-1
WBGene00015557	5898	hrpk-2
WBGene00015558	18	C06G4.4
WBGene00015559	150	npr-17
WBGene00015560	34	C07A12.2
WBGene00015561	1836	C07A12.7
WBGene00015562	6	C07D8.2
WBGene00015564	2	C07D8.5
WBGene00015565	17585	C07D8.6
WBGene00015566	64	C07D10.1
WBGene00015567	6997	bath-44
WBGene00015568	5	sre-3
WBGene00015569	1229	C07D10.5
WBGene00015570	27	C07F11.2
WBGene00015572	2	C07G1.6
WBGene00015573	3	C07G1.7
WBGene00015574	61	irg-1
WBGene00015575	5	srbc-35
WBGene00015576	16	C07G3.8
WBGene00015577	3835	ugt-64
WBGene00015578	9	C07G3.10
WBGene00015579	3068	C07H6.2
WBGene00015580	1228	cls-1
WBGene00015581	11299	sap-140
WBGene00015582	266	C07H6.9
WBGene00015583	5	C08A9.3
WBGene00015586	607	lido-1
WBGene00015587	117	lido-2
WBGene00015588	67	lido-3
WBGene00015589	116	lido-4
WBGene00015590	1828	bath-15
WBGene00015591	9471	cyk-7
WBGene00015592	57	C08D8.1
WBGene00015593	0	C08E3.1
WBGene00015594	1	btb-15
WBGene00015595	26	bath-33
WBGene00015596	14	fbxa-161
WBGene00015597	78	fbxa-162
WBGene00015598	98	fbxa-163
WBGene00015599	32	fbxa-164
WBGene00015600	2	fbxa-165
WBGene00015601	3	fbxa-166
WBGene00015602	5	fbxa-158
WBGene00015603	0	fbxa-159
WBGene00015604	0	fbxa-160
WBGene00015605	3	C08E3.13
WBGene00015606	0	math-2
WBGene00015607	76	fbxb-13
WBGene00015608	563	math-3
WBGene00015609	307	math-4
WBGene00015610	779	C08F1.6
WBGene00015611	4	C08F1.8
WBGene00015613	416	C08F1.10
WBGene00015614	1	C08G5.1
WBGene00015615	2	fbxc-48
WBGene00015616	12	C08G5.3
WBGene00015618	33	C08G5.6
WBGene00015619	300	C08G9.1
WBGene00015620	156	C08G9.2
WBGene00015621	809	C09B7.2
WBGene00015622	8	C09B8.3
WBGene00015623	147	C09B8.4
WBGene00015624	575	lelo-3
WBGene00015625	49	C09B8.8
WBGene00015626	14	C09B9.1
WBGene00015627	2	C09B9.2
WBGene00015628	0	best-6
WBGene00015629	6	C09B9.4
WBGene00015630	2	C09B9.7
WBGene00015631	77	clec-89
WBGene00015632	317	C09D4.1
WBGene00015633	948	C09D4.2
WBGene00015634	29	C09D4.3
WBGene00015635	6904	C09D4.4
WBGene00015636	3	C09D4.6
WBGene00015637	1	srxa-5
WBGene00015638	1365	C09E7.4
WBGene00015639	17	C09E7.5
WBGene00015640	958	C09E7.6
WBGene00015641	1217	C09E7.7
WBGene00015642	2310	C09E7.8
WBGene00015644	1031	C09E8.1
WBGene00015645	30	lips-7
WBGene00015646	621	mlt-10
WBGene00015647	922	C09F5.1
WBGene00015648	1845	orai-1
WBGene00015649	23	C09F5.3
WBGene00015650	1974	pkg-2
WBGene00015651	11	ceh-53
WBGene00015652	0	srz-79
WBGene00015653	1	srz-78
WBGene00015654	2	srz-77
WBGene00015655	0	C09G12.5
WBGene00015656	1	srz-70
WBGene00015658	4783	tsg-101
WBGene00015660	6187	catp-3
WBGene00015661	0	C09H5.7
WBGene00015662	114	C10A4.1
WBGene00015663	0	C10A4.2
WBGene00015664	8	C10A4.3
WBGene00015665	49	C10A4.4
WBGene00015666	54	gad-2
WBGene00015667	36	C10A4.6
WBGene00015668	20	C10A4.7
WBGene00015670	974	C10B5.1
WBGene00015671	548	C10B5.3
WBGene00015672	22	C10E2.1
WBGene00015673	102	C10E2.2
WBGene00015675	40	C10E2.5
WBGene00015676	3669	mct-6
WBGene00015677	11839	cpg-4
WBGene00015678	219	mcp-1
WBGene00015679	32	C10F3.7
WBGene00015680	1146	egal-1
WBGene00015681	1	C10G8.2
WBGene00015682	19	C10G8.3
WBGene00015683	18100	C10G8.4
WBGene00015684	2758	C10G8.8
WBGene00015685	4	C10G11.1
WBGene00015686	1834	C10G11.6
WBGene00015687	29079	chdp-1
WBGene00015688	10	C10G11.8
WBGene00015689	3	spch-2
WBGene00015690	2	C10G11.10
WBGene00015691	7497	viln-1
WBGene00015692	2640	ugt-25
WBGene00015693	728	ugt-28
WBGene00015694	93	ugt-27
WBGene00015695	846	ugt-26
WBGene00015696	1	C10H11.7
WBGene00015697	4027	mlst-8
WBGene00015698	6981	kca-1
WBGene00015700	10	asp-9
WBGene00015701	25	C11D2.3
WBGene00015702	4286	C11D2.4
WBGene00015703	2464	C11D2.7
WBGene00015704	313	tiam-1
WBGene00015705	73	nhr-152
WBGene00015706	23	C12D5.3
WBGene00015707	11	C12D5.4
WBGene00015708	12	C12D5.5
WBGene00015709	1544	cyp-33A1
WBGene00015710	35	C12D5.9
WBGene00015711	14	C12D5.10
WBGene00015712	0	sre-11
WBGene00015713	3056	C12D12.1
WBGene00015714	6	C12D12.3
WBGene00015716	287	sox-4
WBGene00015718	0	C13A2.1
WBGene00015719	0	C13A2.2
WBGene00015720	4	C13A2.3
WBGene00015721	0	C13A2.4
WBGene00015722	0	C13A2.5
WBGene00015723	0	C13A2.6
WBGene00015724	0	C13A2.7
WBGene00015725	3	C13A2.9
WBGene00015726	0	C13A2.10
WBGene00015727	0	C13A2.11
WBGene00015728	230	C13A10.1
WBGene00015729	64	C13A10.2
WBGene00015730	0	srt-1
WBGene00015731	0	C13B7.6
WBGene00015733	1206	C13B9.2
WBGene00015734	7938	copd-1
WBGene00015735	969	pdfr-1
WBGene00015736	0	srsx-11
WBGene00015737	0	srsx-12
WBGene00015738	0	srsx-13
WBGene00015739	195	ugt-7
WBGene00015740	239	C13E3.1
WBGene00015741	40	C13F10.1
WBGene00015742	1120	kxd-1
WBGene00015743	11317	soap-1
WBGene00015744	2787	C13F10.5
WBGene00015745	5826	C13F10.6
WBGene00015746	5291	C13F10.7
WBGene00015747	6636	C13G5.2
WBGene00015748	15	C14A11.2
WBGene00015750	20	C14A11.5
WBGene00015751	153	C14A11.6
WBGene00015752	3239	C14B9.2
WBGene00015753	101	C14B9.3
WBGene00015754	6440	C14B9.8
WBGene00015755	5853	C14B9.10
WBGene00015756	1627	C14C6.2
WBGene00015757	0	C14C6.3
WBGene00015758	1	nhr-155
WBGene00015759	10201	C14C6.5
WBGene00015760	5	C14C6.6
WBGene00015761	0	C14C6.7
WBGene00015762	1	C14C6.8
WBGene00015763	12	C14C6.12
WBGene00015764	5	C14C6.13
WBGene00015765	47	C14C11.1
WBGene00015766	1555	C14C11.2
WBGene00015767	1396	hex-2
WBGene00015768	72	C14C11.4
WBGene00015769	1463	C14C11.7
WBGene00015770	1	C14E2.1
WBGene00015771	7	got-1.3
WBGene00015772	1	C14E2.3
WBGene00015773	2	C14E2.4
WBGene00015774	0	C14E2.5
WBGene00015775	1	C14E2.6
WBGene00015776	1613	dct-1
WBGene00015777	587	sfxn-2
WBGene00015778	12098	got-2.2
WBGene00015779	478	lrch-1
WBGene00015780	464	C14F11.4
WBGene00015781	106	rml-3
WBGene00015782	6	C14F11.7
WBGene00015783	269	C15B12.1
WBGene00015784	10	C15B12.2
WBGene00015785	1	C15B12.3
WBGene00015786	143	C15B12.4
WBGene00015787	505	actl-1
WBGene00015788	95	C15B12.8
WBGene00015789	440	syx-6
WBGene00015790	121	C15C7.4
WBGene00015791	1412	bbln-1
WBGene00015792	17	C15C7.6
WBGene00015793	683	pfut-1
WBGene00015794	287	C15F1.1
WBGene00015795	106	C15F1.2
WBGene00015796	227	C15F1.5
WBGene00015797	380	C15F1.8
WBGene00015798	4	C15H9.2
WBGene00015799	2	C15H9.3
WBGene00015800	3381	C15H9.4
WBGene00015801	1712	C15H9.5
WBGene00015802	3586	kynu-1
WBGene00015803	2918	C15H9.9
WBGene00015805	164	C15H9.11
WBGene00015806	3557	smrc-1
WBGene00015807	2001	C16A3.2
WBGene00015809	10673	znf-622
WBGene00015810	7974	C16A3.5
WBGene00015811	7218	C16A3.6
WBGene00015813	13829	thoc-2
WBGene00015814	11191	oatr-1
WBGene00015815	4541	C16A11.2
WBGene00015816	1234	C16A11.3
WBGene00015817	6421	C16A11.4
WBGene00015818	1471	C16A11.5
WBGene00015819	4198	fbxc-44
WBGene00015820	7	C16A11.7
WBGene00015821	2	clec-135
WBGene00015822	23	C16B8.2
WBGene00015823	1424	C16B8.3
WBGene00015824	133	C16B8.4
WBGene00015825	0	C16C4.1
WBGene00015826	0	math-12
WBGene00015827	0	math-13
WBGene00015828	344	math-14
WBGene00015829	14	math-15
WBGene00015830	40	fbxb-98
WBGene00015832	1	math-16
WBGene00015833	1	math-17
WBGene00015834	2	math-5
WBGene00015835	0	math-6
WBGene00015836	1	math-7
WBGene00015837	4	math-8
WBGene00015838	3	math-9
WBGene00015839	36	math-10
WBGene00015840	1	math-11
WBGene00015841	105	skpo-2
WBGene00015842	2385	C16C8.4
WBGene00015843	1049	C16C8.5
WBGene00015845	0	C16C8.7
WBGene00015846	0	C16C8.8
WBGene00015847	1	C16C8.9
WBGene00015848	0	C16C8.10
WBGene00015849	1271	C16C8.11
WBGene00015850	1235	C16C8.12
WBGene00015851	399	gldi-6
WBGene00015852	1005	C16C8.14
WBGene00015853	2653	C16C8.16
WBGene00015854	4	C16C8.17
WBGene00015855	6	C16C8.18
WBGene00015856	0	C16C8.19
WBGene00015857	31	pana-1
WBGene00015858	8	C16D9.3
WBGene00015859	185	C16D9.4
WBGene00015860	10	C16D9.5
WBGene00015861	218	C16D9.6
WBGene00015862	2	srt-25
WBGene00015863	0	C16D9.8
WBGene00015864	8	C16D9.9
WBGene00015865	50	C16E9.1
WBGene00015866	1433	C16E9.2
WBGene00015867	5	ncs-7
WBGene00015868	537	C16H3.3
WBGene00015869	5	nhr-257
WBGene00015870	2	C17A2.2
WBGene00015871	0	C17A2.3
WBGene00015872	7	C17A2.4
WBGene00015873	8	oac-4
WBGene00015874	1	C17A2.6
WBGene00015875	1	C17A2.7
WBGene00015876	1	C17B7.2
WBGene00015877	1	C17B7.3
WBGene00015878	5	C17B7.4
WBGene00015879	31	C17B7.5
WBGene00015882	1	C17B7.8
WBGene00015883	0	C17B7.9
WBGene00015884	4	C17B7.10
WBGene00015885	458	fbxa-65
WBGene00015886	1	C17B7.12
WBGene00015887	1880	C17C3.1
WBGene00015888	0	C17C3.2
WBGene00015889	18	C17C3.3
WBGene00015890	9	C17C3.5
WBGene00015891	6	C17C3.6
WBGene00015892	1	C17C3.9
WBGene00015893	0	C17C3.11
WBGene00015894	95	acdh-2
WBGene00015895	0	C17C3.13
WBGene00015896	183	C17C3.15
WBGene00015897	95	nhr-156
WBGene00015898	39	sre-9
WBGene00015899	5460	C17E7.4
WBGene00015900	6	nhr-157
WBGene00015901	32	nhr-158
WBGene00015902	2	nhr-159
WBGene00015903	1575	C17E7.9
WBGene00015904	0	irld-22
WBGene00015905	1046	C17E7.12
WBGene00015906	8	C17E7.13
WBGene00015907	5	C17F3.1
WBGene00015908	2	C17F3.3
WBGene00015909	1	clec-124
WBGene00015910	16	C17F4.2
WBGene00015911	2	C17F4.3
WBGene00015912	2918	fbxc-50
WBGene00015913	13240	C17F4.7
WBGene00015914	121	C17F4.8
WBGene00015915	8036	C17G10.1
WBGene00015916	4208	ttc-4
WBGene00015917	2	C17G10.3
WBGene00015918	13	C17G10.6
WBGene00015919	256	C17G10.7
WBGene00015920	9465	eif-3.L
WBGene00015921	12	C17H11.1
WBGene00015922	1851	C17H11.2
WBGene00015924	6	C17H11.4
WBGene00015925	22	C17H11.5
WBGene00015926	1555	C17H11.6
WBGene00015927	10152	dyci-1
WBGene00015928	10441	C17H12.2
WBGene00015929	11	C17H12.3
WBGene00015930	1262	cest-4
WBGene00015931	8	C17H12.5
WBGene00015932	1612	C17H12.6
WBGene00015933	2477	C17H12.8
WBGene00015934	73	ceh-48
WBGene00015935	36	C17H12.10
WBGene00015936	336	C17H12.11
WBGene00015937	12	C17H12.12
WBGene00015938	9661	anat-1
WBGene00015939	1798	damt-1
WBGene00015940	2150	zipt-3
WBGene00015941	6591	C18A3.3
WBGene00015942	834	osta-2
WBGene00015943	15091	tiar-1
WBGene00015944	3	C18A3.7
WBGene00015945	14	lelo-4
WBGene00015946	83	C18A3.10
WBGene00015947	241	C18A11.1
WBGene00015948	43	C18A11.2
WBGene00015949	119	C18A11.3
WBGene00015950	77	C18A11.4
WBGene00015952	10	vep-2
WBGene00015953	1	C18B2.2
WBGene00015954	216	C18B2.3
WBGene00015955	2656	C18B2.4
WBGene00015956	2040	C18B2.5
WBGene00015957	30	del-9
WBGene00015958	0	srbc-11
WBGene00015959	0	srbc-10
WBGene00015960	0	srbc-9
WBGene00015961	0	srbc-7
WBGene00015962	2	srbc-8
WBGene00015963	19	C18B10.6
WBGene00015964	5	glb-5
WBGene00015965	396	ugt-48
WBGene00015968	2047	C18C4.7
WBGene00015969	42	glb-6
WBGene00015970	107	C18E3.1
WBGene00015971	8523	swsn-2.2
WBGene00015972	1533	C18E3.3
WBGene00015974	3051	snrp-40.2
WBGene00015975	6213	cas-2
WBGene00015976	3286	melo-2
WBGene00015977	24	C18F10.2
WBGene00015978	10237	C18F10.7
WBGene00015979	0	C18F10.9
WBGene00015980	35	C18G1.1
WBGene00015981	244	elt-7
WBGene00015982	5	bgnt-1.4
WBGene00015984	48	C18G1.6
WBGene00015985	2	C18G1.7
WBGene00015986	2	C18G1.8
WBGene00015987	3	C18G1.9
WBGene00015988	15	lido-18
WBGene00015989	482	C18H2.2
WBGene00015990	8	C18H2.3
WBGene00015991	17	C18H2.4
WBGene00015992	6	C18H2.5
WBGene00015993	24	C18H7.1
WBGene00015994	4	C18H7.4
WBGene00015996	6	C18H7.6
WBGene00015997	1	C18H7.7
WBGene00015998	2	srt-59
WBGene00015999	4	prmt-4
WBGene00016000	0	C18H9.1
WBGene00016002	7960	gyf-1
WBGene00016003	149	C18H9.5
WBGene00016004	2419	C18H9.6
WBGene00016005	43	ift-74
WBGene00016006	2773	fln-2
WBGene00016008	15	C23F12.3
WBGene00016009	824	C23F12.4
WBGene00016010	40	C23G10.1
WBGene00016011	4457	C23G10.2
WBGene00016012	56	C23G10.5
WBGene00016013	731	ugt-66
WBGene00016014	8468	C23G10.7
WBGene00016015	12541	sna-3
WBGene00016016	1	C23G10.10
WBGene00016017	21	C23G10.11
WBGene00016018	1410	C23H3.2
WBGene00016019	3006	ascc-1
WBGene00016020	7354	sptl-1
WBGene00016021	3360	C23H3.5
WBGene00016022	561	C23H3.9
WBGene00016023	216	prmt-6
WBGene00016024	26	glb-7
WBGene00016025	30	xbx-4
WBGene00016027	7961	C23H5.8
WBGene00016028	455	flp-24
WBGene00016029	203	elf-1
WBGene00016030	409	sel-15
WBGene00016032	10	C24A3.1
WBGene00016033	484	C24A3.2
WBGene00016034	227	C24A3.4
WBGene00016037	19	dop-6
WBGene00016038	20	cst-2
WBGene00016039	18	C24A8.5
WBGene00016040	44	C24A11.1
WBGene00016044	32	sphr-1
WBGene00016045	8597	spas-1
WBGene00016046	312	C24B5.4
WBGene00016047	1	srt-26
WBGene00016048	6921	C24B9.3
WBGene00016049	0	srt-28
WBGene00016050	0	srt-29
WBGene00016051	2	srt-27
WBGene00016052	2571	dod-3
WBGene00016053	5	ptp-5.1
WBGene00016054	7	C24D10.2
WBGene00016055	3461	C24D10.4
WBGene00016056	695	C24D10.5
WBGene00016057	4124	C24D10.6
WBGene00016058	0	nspd-3
WBGene00016059	888	hir-1
WBGene00016060	6437	mms-19
WBGene00016061	4272	hpo-15
WBGene00016062	6859	C24G6.8
WBGene00016063	6	delm-2
WBGene00016064	21	acd-1
WBGene00016066	194	acd-2
WBGene00016067	79	clc-7
WBGene00016068	1504	C24H10.2
WBGene00016069	5	C24H10.3
WBGene00016070	13	C24H10.4
WBGene00016071	166	C24H12.1
WBGene00016072	19	C24H12.2
WBGene00016073	5096	C24H12.4
WBGene00016074	5220	dnsn-1
WBGene00016075	7	C24H12.6
WBGene00016076	0	C24H12.7
WBGene00016077	50	C24H12.8
WBGene00016078	49	C24H12.9
WBGene00016080	126	C24H12.11
WBGene00016081	14	C25A6.1
WBGene00016082	5	C25A8.1
WBGene00016083	14	C25A8.2
WBGene00016084	20504	cht-3
WBGene00016085	7	C25A8.5
WBGene00016087	2822	C25A11.2
WBGene00016088	9432	clec-266
WBGene00016089	23	aexr-1
WBGene00016090	4	aexr-2
WBGene00016091	10	nhr-30
WBGene00016092	82	cyp-33B1
WBGene00016093	196	srsx-34
WBGene00016094	83	C25E10.4
WBGene00016095	367	C25E10.5
WBGene00016096	19	spi-3
WBGene00016097	2769	C25E10.8
WBGene00016099	351	C25E10.10
WBGene00016100	1	C25E10.11
WBGene00016101	1008	C25E10.12
WBGene00016102	1235	C25F6.1
WBGene00016103	2013	dpyd-1
WBGene00016104	303	ddr-1
WBGene00016105	0	C25F6.6
WBGene00016106	94	itm-2
WBGene00016107	14	C25G6.1
WBGene00016108	22	C25G6.3
WBGene00016109	11	C25G6.4
WBGene00016110	19	npr-11
WBGene00016111	39	C25H3.1
WBGene00016112	1655	C25H3.3
WBGene00016113	4834	eif-2D
WBGene00016114	192	flp-27
WBGene00016115	10369	mdt-26
WBGene00016116	4705	C25H3.7
WBGene00016118	9548	ndub-5
WBGene00016119	693	C25H3.10
WBGene00016120	6604	vps-13D
WBGene00016121	506	ift-43
WBGene00016123	1197	C25H3.14
WBGene00016124	2648	dnc-4
WBGene00016125	6	C26B2.2
WBGene00016126	10	nhr-258
WBGene00016128	2921	elpc-4
WBGene00016129	1311	C26B2.7
WBGene00016130	55	C26B2.8
WBGene00016131	602	C26B9.1
WBGene00016132	7	C26B9.2
WBGene00016133	211	C26B9.3
WBGene00016134	2998	C26B9.5
WBGene00016135	284	C26B9.6
WBGene00016136	11	C26B9.7
WBGene00016137	4	C26E6.1
WBGene00016138	3039	flh-2
WBGene00016139	2857	ntl-9
WBGene00016140	10382	rpb-2
WBGene00016142	5023	mrps-18C
WBGene00016143	6038	eri-9
WBGene00016144	2241	mmab-1
WBGene00016145	3033	C26E6.12
WBGene00016146	171	C26F1.1
WBGene00016147	692	cyp-32A1
WBGene00016148	4379	C26F1.3
WBGene00016149	23	frpr-3
WBGene00016150	1223	hint-3
WBGene00016151	14364	smc-5
WBGene00016152	47	pho-12
WBGene00016153	8	idpb-2
WBGene00016154	7365	szy-5
WBGene00016155	39	C27A12.4
WBGene00016156	7632	ari-1.3
WBGene00016157	8283	ari-1.2
WBGene00016158	6602	ari-1.1
WBGene00016159	2731	pigo-1
WBGene00016160	3	C27D6.1
WBGene00016161	5	C27D6.3
WBGene00016162	6278	crh-2
WBGene00016163	6889	C27D9.1
WBGene00016164	10	C27D9.2
WBGene00016165	71	wdr-60
WBGene00016166	4129	C27F2.4
WBGene00016167	3814	vps-22
WBGene00016168	5	C27F2.6
WBGene00016169	2031	C27F2.7
WBGene00016170	22629	tmem-131
WBGene00016171	6033	C27F2.10
WBGene00016172	1192	C27H5.2
WBGene00016173	10712	fust-1
WBGene00016174	436	mfsd-13.2
WBGene00016175	9	C27H5.6
WBGene00016177	98	C28C12.1
WBGene00016178	22161	mesp-1
WBGene00016179	10	srlf-2
WBGene00016180	932	srlf-3
WBGene00016181	37	C28C12.11
WBGene00016182	6706	C28C12.12
WBGene00016183	1	C28F5.1
WBGene00016184	30	glb-9
WBGene00016185	1	C28F5.4
WBGene00016187	74	C28G1.2
WBGene00016188	1724	sec-15
WBGene00016189	348	sprp-4
WBGene00016190	497	rcs-1
WBGene00016191	180	C28G1.6
WBGene00016192	3730	bcl-7
WBGene00016193	50	C28H8.2
WBGene00016194	21581	C28H8.3
WBGene00016195	8415	erd-2.2
WBGene00016196	12	C28H8.5
WBGene00016197	1459	pxl-1
WBGene00016198	5	C28H8.7
WBGene00016199	8	C28H8.8
WBGene00016200	6485	dpff-1
WBGene00016201	3242	tdo-2
WBGene00016202	11477	kle-2
WBGene00016203	1249	tag-250
WBGene00016204	102	gsto-1
WBGene00016206	9	C29E4.9
WBGene00016207	59	C29E4.10
WBGene00016208	506	C29E4.11
WBGene00016209	2141	C29E4.12
WBGene00016210	593	C29F5.1
WBGene00016211	4	sdz-3
WBGene00016212	7	nyn-3
WBGene00016213	0	C29F5.5
WBGene00016215	48	glb-10
WBGene00016216	144	pals-22
WBGene00016217	125	C29F9.2
WBGene00016218	798	pals-23
WBGene00016219	693	pals-24
WBGene00016220	4	C29F9.5
WBGene00016221	24	C29F9.6
WBGene00016222	0	C29F9.8
WBGene00016223	0	C29F9.9
WBGene00016224	25	fbxa-57
WBGene00016225	1	fbxa-58
WBGene00016226	7	C29F9.12
WBGene00016227	5	nhr-280
WBGene00016230	582	C29G2.2
WBGene00016231	10	C29G2.3
WBGene00016232	3	srt-4
WBGene00016233	1	nhr-290
WBGene00016234	464	C29G2.6
WBGene00016235	14880	C29H12.2
WBGene00016236	1969	heri-1
WBGene00016237	129	C29H12.6
WBGene00016238	9408	mob-4
WBGene00016239	2	C30A5.4
WBGene00016242	18	C30A5.10
WBGene00016244	6284	C30B5.2
WBGene00016245	4202	rbmx-2
WBGene00016246	50	daf-37
WBGene00016247	26	C30B5.6
WBGene00016248	34	srsy-2
WBGene00016249	2306	mrpl-32
WBGene00016250	23213	hsp-110
WBGene00016253	17	C30E1.4
WBGene00016254	4	fbxb-114
WBGene00016255	5	C30E1.6
WBGene00016257	2	C30E1.8
WBGene00016258	12591	vha-16
WBGene00016259	20	C30F8.3
WBGene00016260	870	rege-1
WBGene00016261	3294	C30F12.2
WBGene00016262	209	C30F12.3
WBGene00016263	7300	C30F12.4
WBGene00016264	549	C30F12.5
WBGene00016265	166	trhr-1
WBGene00016266	462	idhg-2
WBGene00016268	4	C30G4.2
WBGene00016269	362	C30G4.4
WBGene00016271	42	irld-23
WBGene00016273	47	C30G12.1
WBGene00016274	5974	C30G12.2
WBGene00016276	18	C30G12.4
WBGene00016277	4955	C30G12.6
WBGene00016278	7427	erp-44.1
WBGene00016279	0	C31B8.1
WBGene00016280	2	C31B8.2
WBGene00016281	14	pals-32
WBGene00016282	132	C31B8.7
WBGene00016283	316	zmp-3
WBGene00016284	2	C31B8.9
WBGene00016285	1	C31B8.12
WBGene00016286	5	C31H1.1
WBGene00016287	7	C31H1.2
WBGene00016288	3	C31H1.5
WBGene00016289	431	lntl-1
WBGene00016291	8874	oops-1
WBGene00016292	1374	tbc-7
WBGene00016293	13	C31H2.3
WBGene00016294	68	C31H2.4
WBGene00016295	132	fbxc-40
WBGene00016296	5	fbxc-16
WBGene00016297	11	fbxc-15
WBGene00016298	123	fbxc-14
WBGene00016299	28	C32B5.6
WBGene00016300	5	C32B5.7
WBGene00016301	6	fbxc-6
WBGene00016302	11	fbxc-7
WBGene00016303	1545	fbxc-32
WBGene00016304	12	fbxc-41
WBGene00016305	91	fbxc-57
WBGene00016306	4	C32B5.13
WBGene00016307	315	fbxc-18
WBGene00016308	66	C32B5.15
WBGene00016309	195	sdz-4
WBGene00016310	87	txt-18
WBGene00016311	9673	efr-3
WBGene00016312	4	C32D5.4
WBGene00016313	5018	set-4
WBGene00016314	468	ttc-39B
WBGene00016315	185	C32D5.7
WBGene00016316	2655	C32D5.8
WBGene00016317	5985	C32D5.10
WBGene00016318	9518	C32D5.11
WBGene00016319	203	C32D5.12
WBGene00016320	12	C32E8.1
WBGene00016321	4330	tppp-1
WBGene00016322	3	C32E8.4
WBGene00016323	6574	pmlr-1
WBGene00016324	12	acs-24
WBGene00016325	974	C32E8.9
WBGene00016326	10477	ubr-1
WBGene00016327	7	C32E12.1
WBGene00016328	29	pde-5
WBGene00016329	75	osr-1
WBGene00016330	793	C32E12.4
WBGene00016331	12629	obr-4
WBGene00016332	1894	C32F10.4
WBGene00016333	13483	C32F10.8
WBGene00016334	0	C33C12.1
WBGene00016335	1070	gba-1
WBGene00016336	9	C33C12.4
WBGene00016337	50	fbxb-38
WBGene00016338	9	srb-14
WBGene00016339	2	C33C12.7
WBGene00016340	1430	gba-2
WBGene00016341	941	mtq-2
WBGene00016343	514	cnnm-3
WBGene00016344	63	rsef-1
WBGene00016345	43	C33E10.1
WBGene00016346	442	fbxa-120
WBGene00016347	3	C33E10.5
WBGene00016349	24	C33E10.8
WBGene00016350	10	C33E10.10
WBGene00016351	10	C33F10.1
WBGene00016352	1824	tbck-1
WBGene00016353	2363	C33F10.4
WBGene00016354	960	rig-6
WBGene00016355	223	lact-5
WBGene00016356	7	C33F10.8
WBGene00016357	4	C33F10.11
WBGene00016358	8	C33F10.12
WBGene00016359	174	fbxb-88
WBGene00016360	265	C33G8.2
WBGene00016361	22	drd-10
WBGene00016362	399	spig-10
WBGene00016363	21	srab-4
WBGene00016364	313	nhr-161
WBGene00016365	57	nhr-139
WBGene00016366	82	nhr-140
WBGene00016367	63	nhr-162
WBGene00016368	55	nhr-163
WBGene00016369	1	C33G8.13
