Geneid	"RNA STAR on data 17, data 15, and data 10: mapped.bam"	Public Name
WBGene00015196	242	B0454.5
WBGene00015197	630	B0454.6
WBGene00015198	8	clec-2
WBGene00015199	8	B0454.8
WBGene00015200	1184	lido-13
WBGene00015202	1	B0478.3
WBGene00015203	9570	cdk-11.1
WBGene00015204	2589	B0495.5
WBGene00015205	1213	moa-2
WBGene00015206	16557	B0495.7
WBGene00015207	4705	luc-7L
WBGene00015208	2408	B0495.9
WBGene00015210	1	B0496.1
WBGene00015211	1	B0496.2
WBGene00015214	1	srtx-1
WBGene00015215	3	B0496.6
WBGene00015216	573	valv-1
WBGene00015217	833	tes-1
WBGene00015218	160	B0507.1
WBGene00015219	1497	B0507.2
WBGene00015220	106	B0507.3
WBGene00015221	2	B0507.4
WBGene00015222	0	B0507.5
WBGene00015223	46	B0507.6
WBGene00015224	27	B0507.7
WBGene00015225	116	B0507.8
WBGene00015226	21	B0507.9
WBGene00015227	176	ddn-1
WBGene00015228	56	B0511.2
WBGene00015229	13	fbxa-125
WBGene00015230	26	tag-344
WBGene00015231	90	cutl-14
WBGene00015232	18066	B0511.6
WBGene00015233	5235	sut-6
WBGene00015235	5835	cdc-26
WBGene00015236	170	B0511.11
WBGene00015237	20729	B0511.12
WBGene00015238	1076	mppe-1
WBGene00015241	6	B0524.2
WBGene00015242	2	B0524.3
WBGene00015243	23	B0524.4
WBGene00015244	8	B0524.5
WBGene00015245	3865	B0524.6
WBGene00015246	3	scl-23
WBGene00015247	65	B0545.4
WBGene00015248	6602	mai-2
WBGene00015249	6087	otub-4
WBGene00015250	1634	B0546.3
WBGene00015251	1580	B0546.4
WBGene00015252	0	B0546.5
WBGene00015253	0	B0547.2
WBGene00015254	0	B0554.1
WBGene00015255	1	B0554.2
WBGene00015257	4	B0554.4
WBGene00015258	77	B0554.5
WBGene00015259	7	dod-20
WBGene00015260	2	B0554.7
WBGene00015261	36	B0563.1
WBGene00015262	87	B0563.5
WBGene00015263	180	B0563.6
WBGene00015264	120	B0563.7
WBGene00015265	32	B0563.8
WBGene00015266	1468	BE0003N10.1
WBGene00015267	3801	chin-1
WBGene00015268	330	fbxo-11.2
WBGene00015269	0	C01B4.2
WBGene00015270	0	C01B4.6
WBGene00015271	0	C01B4.7
WBGene00015272	0	C01B4.8
WBGene00015273	64	mct-2
WBGene00015277	0	C01B7.7
WBGene00015278	957	C01B10.3
WBGene00015279	122	cest-5.1
WBGene00015280	12645	C01B10.6
WBGene00015281	4	C01B10.7
WBGene00015282	5460	metl-13
WBGene00015283	4402	C01B10.9
WBGene00015284	178	cest-5.2
WBGene00015285	1123	gmeb-1
WBGene00015286	157	best-3
WBGene00015287	52	osta-1
WBGene00015288	40	best-4
WBGene00015291	2004	enee-1
WBGene00015292	7	C01C4.2
WBGene00015293	374	C01C4.3
WBGene00015294	420	C01C10.2
WBGene00015295	1446	acl-12
WBGene00015296	7566	gtf-2F1
WBGene00015297	1827	sco-1
WBGene00015298	569	rml-4
WBGene00015299	46	npr-42
WBGene00015300	13	C01F1.5
WBGene00015301	6524	C01F1.6
WBGene00015303	63	rga-6
WBGene00015305	8	C01G5.3
WBGene00015306	16	C01G5.4
WBGene00015307	2030	C01G5.5
WBGene00015308	8963	ddi-1
WBGene00015309	15	dzpr-1
WBGene00015310	4764	fan-1
WBGene00015311	50	C01G5.9
WBGene00015312	18153	C01G8.1
WBGene00015313	3112	hpo-32
WBGene00015315	0	srbc-29
WBGene00015316	0	srbc-30
WBGene00015317	2	srbc-32
WBGene00015318	4	srbc-36
WBGene00015320	35	C02B8.1
WBGene00015321	1	fbxc-38
WBGene00015322	226	C02B8.3
WBGene00015323	20	frpr-1
WBGene00015324	735	C02B8.6
WBGene00015325	0	C02B8.7
WBGene00015326	9371	ivd-1
WBGene00015327	2883	snpn-1
WBGene00015328	520	C02B10.3
WBGene00015329	10587	C02B10.4
WBGene00015330	7114	pygo-1
WBGene00015331	1	C02B10.6
WBGene00015332	783	tyr-1
WBGene00015333	72	slc-17.3
WBGene00015334	78	sup-18
WBGene00015335	12	acdh-6
WBGene00015336	93	C02D5.2
WBGene00015337	39	gsto-2
WBGene00015338	6	catp-2
WBGene00015339	20	C02E7.6
WBGene00015340	14	C02E7.7
WBGene00015341	0	C02E7.8
WBGene00015342	2	C02E7.10
WBGene00015344	11282	nra-4
WBGene00015345	16	C02F5.2
WBGene00015346	5636	C02F5.3
WBGene00015347	4201	cids-1
WBGene00015348	32	C02F5.5
WBGene00015349	4369	henn-1
WBGene00015350	2593	fbxl-1
WBGene00015351	63	C02F5.10
WBGene00015352	641	C02F5.12
WBGene00015353	1670	C02F5.13
WBGene00015354	439	snet-1
WBGene00015355	2997	C02F12.5
WBGene00015356	423	tag-278
WBGene00015357	2044	C02F12.8
WBGene00015359	41	C02G6.1
WBGene00015360	12	C02G6.2
WBGene00015361	1	C02H6.1
WBGene00015362	110	fbxa-105
WBGene00015364	12	npr-19
WBGene00015366	42	C03A7.2
WBGene00015367	0	srt-64
WBGene00015368	0	srt-65
WBGene00015369	88	ugt-51
WBGene00015371	131	C03A7.13
WBGene00015372	1	C03B1.1
WBGene00015373	32	C03B1.2
WBGene00015374	2	C03B1.3
WBGene00015375	0	C03B1.4
WBGene00015376	19	C03B1.5
WBGene00015377	5	C03B1.6
WBGene00015378	630	C03B1.7
WBGene00015379	1	C03B1.9
WBGene00015380	2	C03B1.10
WBGene00015381	251	C03B1.13
WBGene00015382	224	C03B1.14
WBGene00015385	190	C03B8.2
WBGene00015386	45	C03B8.3
WBGene00015387	30	kcnl-3
WBGene00015388	4	C03F11.2
WBGene00015389	688	scav-1
WBGene00015390	241	C03F11.4
WBGene00015391	6436	sdha-1
WBGene00015392	206	nspc-7
WBGene00015393	230	exc-13
WBGene00015394	0	C03G6.6
WBGene00015395	17	nhr-147
WBGene00015396	18	nhr-148
WBGene00015397	10	nhr-149
WBGene00015398	7	tag-293
WBGene00015399	101	cyp-35A1
WBGene00015400	2028	cyp-35A2
WBGene00015401	2	srsx-24
WBGene00015402	62	C03G6.17
WBGene00015403	670	clec-10
WBGene00015404	3694	nstp-4
WBGene00015405	3647	C03H5.3
WBGene00015406	14	C03H5.4
WBGene00015407	177	C03H5.5
WBGene00015408	20	C03H5.6
WBGene00015409	64	C03H5.7
WBGene00015410	589	tbc-6
WBGene00015411	5	srz-60
WBGene00015412	31	lgc-9
WBGene00015413	6130	pdhb-1
WBGene00015414	0	C04C3.4
WBGene00015416	7	C04C3.6
WBGene00015417	1	C04C3.7
WBGene00015418	10810	pac-1
WBGene00015419	21	srsx-18
WBGene00015421	1	C04E6.4
WBGene00015422	8	C04E6.5
WBGene00015423	237	C04E6.7
WBGene00015424	12	C04E6.8
WBGene00015425	4385	lrpr-1
WBGene00015426	10	C04E6.12
WBGene00015427	77	C04E6.13
WBGene00015428	6	C04E7.1
WBGene00015429	1050	sor-3
WBGene00015430	464	C04E7.3
WBGene00015432	0	srbc-4
WBGene00015433	104	C04E12.2
WBGene00015434	240	C04E12.4
WBGene00015435	45	C04E12.5
WBGene00015436	7	C04E12.6
WBGene00015437	84	scrm-3
WBGene00015438	1	srbc-2
WBGene00015439	1	C04E12.10
WBGene00015440	54	arrd-20
WBGene00015441	57	arrd-21
WBGene00015442	6	C04F1.1
WBGene00015444	1	C04F5.2
WBGene00015446	1	srab-1
WBGene00015447	1	srab-2
WBGene00015448	12	srab-3
WBGene00015449	3000	ugt-63
WBGene00015450	4220	C04F5.8
WBGene00015451	2217	C04F5.9
WBGene00015453	29	C04G6.2
WBGene00015454	3107	C04G6.4
WBGene00015455	116	txt-9
WBGene00015456	182	C04G6.6
WBGene00015457	12	idpb-3
WBGene00015458	0	idpb-1
WBGene00015459	0	C04G6.11
WBGene00015460	1755	C05C8.1
WBGene00015461	4384	krr-1
WBGene00015462	3249	C05C8.5
WBGene00015463	7891	hpo-9
WBGene00015464	1835	C05C8.7
WBGene00015465	39	C05C8.8
WBGene00015466	2171	hyls-1
WBGene00015467	23	basl-1
WBGene00015468	4553	madf-11
WBGene00015469	1509	C05D2.8
WBGene00015470	8368	wdr-37
WBGene00015471	220	lmp-2
WBGene00015472	238	C05D9.3
WBGene00015473	6	C05D9.4
WBGene00015474	849	C05D9.7
WBGene00015476	149	C05D9.9
WBGene00015477	1844	attf-4
WBGene00015478	182	mapk-15
WBGene00015479	85	wht-1
WBGene00015480	445	C05D10.4
WBGene00015481	14497	C05D11.1
WBGene00015483	119	C05D11.5
WBGene00015484	9864	atgl-1
WBGene00015485	4892	C05D11.8
WBGene00015486	5219	popl-1
WBGene00015487	1655	mrps-17
WBGene00015488	467	C05D11.13
WBGene00015489	1	C05E4.7
WBGene00015491	9	C05E4.12
WBGene00015492	1920	lnp-1
WBGene00015493	1	C05E11.2
WBGene00015494	571	C05E11.3
WBGene00015495	57	C05E11.6
WBGene00015496	7	C05E11.7
WBGene00015497	1127	nhr-76
WBGene00015499	11113	ints-1
WBGene00015500	31	C06A5.2
WBGene00015501	7300	C06A5.3
WBGene00015504	6338	simr-1
WBGene00015505	2666	C06A5.8
WBGene00015507	1238	C06A6.2
WBGene00015508	2714	mvb-12
WBGene00015509	5971	C06A6.4
WBGene00015510	1405	erp-44.2
WBGene00015511	19	C06A6.7
WBGene00015512	14494	mthf-1
WBGene00015513	7225	snpc-1.1
WBGene00015514	13842	srlf-1
WBGene00015515	3679	spdl-1
WBGene00015516	16	C06A8.6
WBGene00015517	155	cepr-104.2
WBGene00015518	439	C06E1.1
WBGene00015519	104	doxa-1
WBGene00015520	0	fip-3
WBGene00015521	2	fipr-16
WBGene00015522	40	C06E1.7
WBGene00015523	51	ztf-30
WBGene00015524	4701	C06E1.9
WBGene00015525	2194	rha-2
WBGene00015526	205	C06E1.11
WBGene00015527	41	C06E2.1
WBGene00015528	1	C06E2.2
WBGene00015529	799	C06E2.5
WBGene00015530	0	C06E4.1
WBGene00015531	17	C06E4.2
WBGene00015532	83	C06E4.3
WBGene00015533	5	C06E4.4
WBGene00015534	2	C06E4.5
WBGene00015535	23	C06E4.6
WBGene00015536	10	glb-2
WBGene00015537	115	C06E4.8
WBGene00015538	3603	sams-3
WBGene00015539	304	C06E7.2
WBGene00015540	5014	sams-4
WBGene00015541	880	C06E7.4
WBGene00015544	38	C06E8.5
WBGene00015545	84	C06G1.1
WBGene00015546	7	cpg-19
WBGene00015547	5712	ain-1
WBGene00015549	92	C06G3.3
WBGene00015550	10	C06G3.4
WBGene00015551	2575	adah-1
WBGene00015552	2280	gldi-4
WBGene00015553	10949	trxr-1
WBGene00015554	1409	nabp-1
WBGene00015555	7281	ufl-1
WBGene00015557	7568	hrpk-2
WBGene00015558	33	C06G4.4
WBGene00015559	123	npr-17
WBGene00015560	47	C07A12.2
WBGene00015561	1806	C07A12.7
WBGene00015562	2	C07D8.2
WBGene00015564	1	C07D8.5
WBGene00015565	13321	C07D8.6
WBGene00015566	69	C07D10.1
WBGene00015567	6058	bath-44
WBGene00015568	1	sre-3
WBGene00015569	1861	C07D10.5
WBGene00015570	38	C07F11.2
WBGene00015572	1	C07G1.6
WBGene00015573	14	C07G1.7
WBGene00015574	37	irg-1
WBGene00015575	7	srbc-35
WBGene00015576	29	C07G3.8
WBGene00015577	3091	ugt-64
WBGene00015578	16	C07G3.10
WBGene00015579	2550	C07H6.2
WBGene00015580	1420	cls-1
WBGene00015581	12565	sap-140
WBGene00015582	190	C07H6.9
WBGene00015583	3	C08A9.3
WBGene00015586	480	lido-1
WBGene00015587	90	lido-2
WBGene00015588	64	lido-3
WBGene00015589	105	lido-4
WBGene00015590	1604	bath-15
WBGene00015591	7540	cyk-7
WBGene00015592	68	C08D8.1
WBGene00015593	0	C08E3.1
WBGene00015594	1	btb-15
WBGene00015595	8	bath-33
WBGene00015596	11	fbxa-161
WBGene00015597	45	fbxa-162
WBGene00015598	61	fbxa-163
WBGene00015599	15	fbxa-164
WBGene00015600	2	fbxa-165
WBGene00015601	4	fbxa-166
WBGene00015602	7	fbxa-158
WBGene00015603	0	fbxa-159
WBGene00015604	0	fbxa-160
WBGene00015605	0	C08E3.13
WBGene00015606	3	math-2
WBGene00015607	64	fbxb-13
WBGene00015608	558	math-3
WBGene00015609	260	math-4
WBGene00015610	894	C08F1.6
WBGene00015611	4	C08F1.8
WBGene00015613	641	C08F1.10
WBGene00015614	1	C08G5.1
WBGene00015615	3	fbxc-48
WBGene00015616	7	C08G5.3
WBGene00015618	27	C08G5.6
WBGene00015619	358	C08G9.1
WBGene00015620	136	C08G9.2
WBGene00015621	611	C09B7.2
WBGene00015622	11	C09B8.3
WBGene00015623	53	C09B8.4
WBGene00015624	405	lelo-3
WBGene00015625	33	C09B8.8
WBGene00015626	29	C09B9.1
WBGene00015627	17	C09B9.2
WBGene00015628	2	best-6
WBGene00015629	9	C09B9.4
WBGene00015630	11	C09B9.7
WBGene00015631	37	clec-89
WBGene00015632	415	C09D4.1
WBGene00015633	1318	C09D4.2
WBGene00015634	55	C09D4.3
WBGene00015635	8142	C09D4.4
WBGene00015636	4	C09D4.6
WBGene00015637	4	srxa-5
WBGene00015638	1368	C09E7.4
WBGene00015639	13	C09E7.5
WBGene00015640	977	C09E7.6
WBGene00015641	1313	C09E7.7
WBGene00015642	2447	C09E7.8
WBGene00015644	1068	C09E8.1
WBGene00015645	8	lips-7
WBGene00015646	546	mlt-10
WBGene00015647	913	C09F5.1
WBGene00015648	1909	orai-1
WBGene00015649	44	C09F5.3
WBGene00015650	1807	pkg-2
WBGene00015651	4	ceh-53
WBGene00015652	0	srz-79
WBGene00015653	3	srz-78
WBGene00015654	0	srz-77
WBGene00015655	0	C09G12.5
WBGene00015656	0	srz-70
WBGene00015658	5476	tsg-101
WBGene00015660	1835	catp-3
WBGene00015661	4	C09H5.7
WBGene00015662	106	C10A4.1
WBGene00015663	0	C10A4.2
WBGene00015664	15	C10A4.3
WBGene00015665	42	C10A4.4
WBGene00015666	127	gad-2
WBGene00015667	21	C10A4.6
WBGene00015668	17	C10A4.7
WBGene00015670	918	C10B5.1
WBGene00015671	732	C10B5.3
WBGene00015672	13	C10E2.1
WBGene00015673	123	C10E2.2
WBGene00015675	37	C10E2.5
WBGene00015676	4127	mct-6
WBGene00015677	9088	cpg-4
WBGene00015678	273	mcp-1
WBGene00015679	7	C10F3.7
WBGene00015680	1281	egal-1
WBGene00015681	0	C10G8.2
WBGene00015682	13	C10G8.3
WBGene00015683	22891	C10G8.4
WBGene00015684	2347	C10G8.8
WBGene00015685	2	C10G11.1
WBGene00015686	2174	C10G11.6
WBGene00015687	31957	chdp-1
WBGene00015688	59	C10G11.8
WBGene00015689	6	spch-2
WBGene00015690	4	C10G11.10
WBGene00015691	7816	viln-1
WBGene00015692	1552	ugt-25
WBGene00015693	465	ugt-28
WBGene00015694	36	ugt-27
WBGene00015695	253	ugt-26
WBGene00015696	4	C10H11.7
WBGene00015697	3509	mlst-8
WBGene00015698	5477	kca-1
WBGene00015700	7	asp-9
WBGene00015701	66	C11D2.3
WBGene00015702	3718	C11D2.4
WBGene00015703	2411	C11D2.7
WBGene00015704	267	tiam-1
WBGene00015705	127	nhr-152
WBGene00015706	28	C12D5.3
WBGene00015707	22	C12D5.4
WBGene00015708	22	C12D5.5
WBGene00015709	1746	cyp-33A1
WBGene00015710	43	C12D5.9
WBGene00015711	12	C12D5.10
WBGene00015712	2	sre-11
WBGene00015713	3002	C12D12.1
WBGene00015714	7	C12D12.3
WBGene00015716	219	sox-4
WBGene00015718	3	C13A2.1
WBGene00015719	0	C13A2.2
WBGene00015720	4	C13A2.3
WBGene00015721	0	C13A2.4
WBGene00015722	4	C13A2.5
WBGene00015723	0	C13A2.6
WBGene00015724	1	C13A2.7
WBGene00015725	4	C13A2.9
WBGene00015726	1	C13A2.10
WBGene00015727	0	C13A2.11
WBGene00015728	189	C13A10.1
WBGene00015729	65	C13A10.2
WBGene00015730	0	srt-1
WBGene00015731	0	C13B7.6
WBGene00015733	1123	C13B9.2
WBGene00015734	7538	copd-1
WBGene00015735	940	pdfr-1
WBGene00015736	0	srsx-11
WBGene00015737	0	srsx-12
WBGene00015738	0	srsx-13
WBGene00015739	185	ugt-7
WBGene00015740	236	C13E3.1
WBGene00015741	53	C13F10.1
WBGene00015742	988	kxd-1
WBGene00015743	16177	soap-1
WBGene00015744	2298	C13F10.5
WBGene00015745	5120	C13F10.6
WBGene00015746	4603	C13F10.7
WBGene00015747	5366	C13G5.2
WBGene00015748	23	C14A11.2
WBGene00015750	9	C14A11.5
WBGene00015751	101	C14A11.6
WBGene00015752	4647	C14B9.2
WBGene00015753	92	C14B9.3
WBGene00015754	6403	C14B9.8
WBGene00015755	4988	C14B9.10
WBGene00015756	1305	C14C6.2
WBGene00015757	2	C14C6.3
WBGene00015758	0	nhr-155
WBGene00015759	2015	C14C6.5
WBGene00015760	0	C14C6.6
WBGene00015761	0	C14C6.7
WBGene00015762	0	C14C6.8
WBGene00015763	14	C14C6.12
WBGene00015764	3	C14C6.13
WBGene00015765	40	C14C11.1
WBGene00015766	1354	C14C11.2
WBGene00015767	1326	hex-2
WBGene00015768	76	C14C11.4
WBGene00015769	1170	C14C11.7
WBGene00015770	2	C14E2.1
WBGene00015771	4	got-1.3
WBGene00015772	1	C14E2.3
WBGene00015773	0	C14E2.4
WBGene00015774	0	C14E2.5
WBGene00015775	1	C14E2.6
WBGene00015776	1839	dct-1
WBGene00015777	595	sfxn-2
WBGene00015778	12569	got-2.2
WBGene00015779	556	lrch-1
WBGene00015780	402	C14F11.4
WBGene00015781	211	rml-3
WBGene00015782	5	C14F11.7
WBGene00015783	207	C15B12.1
WBGene00015784	12	C15B12.2
WBGene00015785	0	C15B12.3
WBGene00015786	154	C15B12.4
WBGene00015787	402	actl-1
WBGene00015788	220	C15B12.8
WBGene00015789	389	syx-6
WBGene00015790	131	C15C7.4
WBGene00015791	1274	bbln-1
WBGene00015792	27	C15C7.6
WBGene00015793	520	pfut-1
WBGene00015794	131	C15F1.1
WBGene00015795	110	C15F1.2
WBGene00015796	252	C15F1.5
WBGene00015797	341	C15F1.8
WBGene00015798	5	C15H9.2
WBGene00015799	4	C15H9.3
WBGene00015800	2733	C15H9.4
WBGene00015801	1487	C15H9.5
WBGene00015802	1853	kynu-1
WBGene00015803	1831	C15H9.9
WBGene00015805	122	C15H9.11
WBGene00015806	3525	smrc-1
WBGene00015807	1734	C16A3.2
WBGene00015809	13454	znf-622
WBGene00015810	7833	C16A3.5
WBGene00015811	9836	C16A3.6
WBGene00015813	16287	thoc-2
WBGene00015814	8399	oatr-1
WBGene00015815	4466	C16A11.2
WBGene00015816	1107	C16A11.3
WBGene00015817	6529	C16A11.4
WBGene00015818	1492	C16A11.5
WBGene00015819	3326	fbxc-44
WBGene00015820	5	C16A11.7
WBGene00015821	2	clec-135
WBGene00015822	23	C16B8.2
WBGene00015823	1383	C16B8.3
WBGene00015824	196	C16B8.4
WBGene00015825	0	C16C4.1
WBGene00015826	0	math-12
WBGene00015827	0	math-13
WBGene00015828	431	math-14
WBGene00015829	17	math-15
WBGene00015830	36	fbxb-98
WBGene00015832	1	math-16
WBGene00015833	0	math-17
WBGene00015834	1	math-5
WBGene00015835	0	math-6
WBGene00015836	4	math-7
WBGene00015837	1	math-8
WBGene00015838	0	math-9
WBGene00015839	31	math-10
WBGene00015840	6	math-11
WBGene00015841	22	skpo-2
WBGene00015842	2012	C16C8.4
WBGene00015843	720	C16C8.5
WBGene00015845	0	C16C8.7
WBGene00015846	0	C16C8.8
WBGene00015847	0	C16C8.9
WBGene00015848	0	C16C8.10
WBGene00015849	1138	C16C8.11
WBGene00015850	1054	C16C8.12
WBGene00015851	341	gldi-6
WBGene00015852	830	C16C8.14
WBGene00015853	2468	C16C8.16
WBGene00015854	4	C16C8.17
WBGene00015855	7	C16C8.18
WBGene00015856	0	C16C8.19
WBGene00015857	17	pana-1
WBGene00015858	6	C16D9.3
WBGene00015859	77	C16D9.4
WBGene00015860	11	C16D9.5
WBGene00015861	292	C16D9.6
WBGene00015862	1	srt-25
WBGene00015863	0	C16D9.8
WBGene00015864	6	C16D9.9
WBGene00015865	45	C16E9.1
WBGene00015866	1403	C16E9.2
WBGene00015867	17	ncs-7
WBGene00015868	675	C16H3.3
WBGene00015869	4	nhr-257
WBGene00015870	1	C17A2.2
WBGene00015871	0	C17A2.3
WBGene00015872	2	C17A2.4
WBGene00015873	8	oac-4
WBGene00015874	4	C17A2.6
WBGene00015875	1	C17A2.7
WBGene00015876	0	C17B7.2
WBGene00015877	0	C17B7.3
WBGene00015878	7	C17B7.4
WBGene00015879	8	C17B7.5
WBGene00015882	2	C17B7.8
WBGene00015883	3	C17B7.9
WBGene00015884	0	C17B7.10
WBGene00015885	315	fbxa-65
WBGene00015886	0	C17B7.12
WBGene00015887	1088	C17C3.1
WBGene00015888	0	C17C3.2
WBGene00015889	9	C17C3.3
WBGene00015890	12	C17C3.5
WBGene00015891	3	C17C3.6
WBGene00015892	0	C17C3.9
WBGene00015893	0	C17C3.11
WBGene00015894	41	acdh-2
WBGene00015895	1	C17C3.13
WBGene00015896	88	C17C3.15
WBGene00015897	114	nhr-156
WBGene00015898	30	sre-9
WBGene00015899	3917	C17E7.4
WBGene00015900	8	nhr-157
WBGene00015901	27	nhr-158
WBGene00015902	1	nhr-159
WBGene00015903	1187	C17E7.9
WBGene00015904	1	irld-22
WBGene00015905	760	C17E7.12
WBGene00015906	7	C17E7.13
WBGene00015907	6	C17F3.1
WBGene00015908	10	C17F3.3
WBGene00015909	0	clec-124
WBGene00015910	8	C17F4.2
WBGene00015911	0	C17F4.3
WBGene00015912	2034	fbxc-50
WBGene00015913	20244	C17F4.7
WBGene00015914	77	C17F4.8
WBGene00015915	5978	C17G10.1
WBGene00015916	3833	ttc-4
WBGene00015917	4	C17G10.3
WBGene00015918	36	C17G10.6
WBGene00015919	161	C17G10.7
WBGene00015920	10496	eif-3.L
WBGene00015921	10	C17H11.1
WBGene00015922	1490	C17H11.2
WBGene00015924	4	C17H11.4
WBGene00015925	13	C17H11.5
WBGene00015926	2129	C17H11.6
WBGene00015927	10274	dyci-1
WBGene00015928	9249	C17H12.2
WBGene00015929	30	C17H12.3
WBGene00015930	1025	cest-4
WBGene00015931	21	C17H12.5
WBGene00015932	474	C17H12.6
WBGene00015933	237	C17H12.8
WBGene00015934	86	ceh-48
WBGene00015935	48	C17H12.10
WBGene00015936	428	C17H12.11
WBGene00015937	36	C17H12.12
WBGene00015938	7748	anat-1
WBGene00015939	1518	damt-1
WBGene00015940	2491	zipt-3
WBGene00015941	5821	C18A3.3
WBGene00015942	812	osta-2
WBGene00015943	15736	tiar-1
WBGene00015944	0	C18A3.7
WBGene00015945	8	lelo-4
WBGene00015946	55	C18A3.10
WBGene00015947	244	C18A11.1
WBGene00015948	53	C18A11.2
WBGene00015949	70	C18A11.3
WBGene00015950	44	C18A11.4
WBGene00015952	7	vep-2
WBGene00015953	8	C18B2.2
WBGene00015954	125	C18B2.3
WBGene00015955	2523	C18B2.4
WBGene00015956	1184	C18B2.5
WBGene00015957	61	del-9
WBGene00015958	1	srbc-11
WBGene00015959	0	srbc-10
WBGene00015960	0	srbc-9
WBGene00015961	0	srbc-7
WBGene00015962	0	srbc-8
WBGene00015963	16	C18B10.6
WBGene00015964	7	glb-5
WBGene00015965	285	ugt-48
WBGene00015968	2489	C18C4.7
WBGene00015969	42	glb-6
WBGene00015970	115	C18E3.1
WBGene00015971	8259	swsn-2.2
WBGene00015972	1510	C18E3.3
WBGene00015974	2710	snrp-40.2
WBGene00015975	5570	cas-2
WBGene00015976	2530	melo-2
WBGene00015977	32	C18F10.2
WBGene00015978	10686	C18F10.7
WBGene00015979	2	C18F10.9
WBGene00015980	30	C18G1.1
WBGene00015981	227	elt-7
WBGene00015982	9	bgnt-1.4
WBGene00015984	31	C18G1.6
WBGene00015985	3	C18G1.7
WBGene00015986	2	C18G1.8
WBGene00015987	4	C18G1.9
WBGene00015988	26	lido-18
WBGene00015989	434	C18H2.2
WBGene00015990	28	C18H2.3
WBGene00015991	32	C18H2.4
WBGene00015992	10	C18H2.5
WBGene00015993	13	C18H7.1
WBGene00015994	4	C18H7.4
WBGene00015996	10	C18H7.6
WBGene00015997	0	C18H7.7
WBGene00015998	4	srt-59
WBGene00015999	1	prmt-4
WBGene00016000	2	C18H9.1
WBGene00016002	13995	gyf-1
WBGene00016003	346	C18H9.5
WBGene00016004	3051	C18H9.6
WBGene00016005	28	ift-74
WBGene00016006	4141	fln-2
WBGene00016008	33	C23F12.3
WBGene00016009	958	C23F12.4
WBGene00016010	32	C23G10.1
WBGene00016011	3770	C23G10.2
WBGene00016012	70	C23G10.5
WBGene00016013	278	ugt-66
WBGene00016014	7503	C23G10.7
WBGene00016015	15114	sna-3
WBGene00016016	2	C23G10.10
WBGene00016017	45	C23G10.11
WBGene00016018	994	C23H3.2
WBGene00016019	3353	ascc-1
WBGene00016020	6321	sptl-1
WBGene00016021	3036	C23H3.5
WBGene00016022	930	C23H3.9
WBGene00016023	109	prmt-6
WBGene00016024	25	glb-7
WBGene00016025	41	xbx-4
WBGene00016027	5591	C23H5.8
WBGene00016028	391	flp-24
WBGene00016029	175	elf-1
WBGene00016030	529	sel-15
WBGene00016032	12	C24A3.1
WBGene00016033	464	C24A3.2
WBGene00016034	172	C24A3.4
WBGene00016037	20	dop-6
WBGene00016038	29	cst-2
WBGene00016039	9	C24A8.5
WBGene00016040	36	C24A11.1
WBGene00016044	33	sphr-1
WBGene00016045	8816	spas-1
WBGene00016046	148	C24B5.4
WBGene00016047	2	srt-26
WBGene00016048	4195	C24B9.3
WBGene00016049	8	srt-28
WBGene00016050	1	srt-29
WBGene00016051	0	srt-27
WBGene00016052	728	dod-3
WBGene00016053	14	ptp-5.1
WBGene00016054	12	C24D10.2
WBGene00016055	2633	C24D10.4
WBGene00016056	607	C24D10.5
WBGene00016057	3402	C24D10.6
WBGene00016058	4	nspd-3
WBGene00016059	855	hir-1
WBGene00016060	6755	mms-19
WBGene00016061	2176	hpo-15
WBGene00016062	7091	C24G6.8
WBGene00016063	22	delm-2
WBGene00016064	10	acd-1
WBGene00016066	106	acd-2
WBGene00016067	99	clc-7
WBGene00016068	1138	C24H10.2
WBGene00016069	11	C24H10.3
WBGene00016070	13	C24H10.4
WBGene00016071	257	C24H12.1
WBGene00016072	36	C24H12.2
WBGene00016073	6127	C24H12.4
WBGene00016074	5185	dnsn-1
WBGene00016075	5	C24H12.6
WBGene00016076	0	C24H12.7
WBGene00016077	48	C24H12.8
WBGene00016078	33	C24H12.9
WBGene00016080	210	C24H12.11
WBGene00016081	16	C25A6.1
WBGene00016082	2	C25A8.1
WBGene00016083	9	C25A8.2
WBGene00016084	22967	cht-3
WBGene00016085	14	C25A8.5
WBGene00016087	2207	C25A11.2
WBGene00016088	19203	clec-266
WBGene00016089	46	aexr-1
WBGene00016090	4	aexr-2
WBGene00016091	13	nhr-30
WBGene00016092	128	cyp-33B1
WBGene00016093	167	srsx-34
WBGene00016094	115	C25E10.4
WBGene00016095	381	C25E10.5
WBGene00016096	13	spi-3
WBGene00016097	3398	C25E10.8
WBGene00016099	488	C25E10.10
WBGene00016100	4	C25E10.11
WBGene00016101	959	C25E10.12
WBGene00016102	1067	C25F6.1
WBGene00016103	1549	dpyd-1
WBGene00016104	327	ddr-1
WBGene00016105	1	C25F6.6
WBGene00016106	13	itm-2
WBGene00016107	10	C25G6.1
WBGene00016108	24	C25G6.3
WBGene00016109	6	C25G6.4
WBGene00016110	25	npr-11
WBGene00016111	44	C25H3.1
WBGene00016112	1338	C25H3.3
WBGene00016113	4764	eif-2D
WBGene00016114	178	flp-27
WBGene00016115	15026	mdt-26
WBGene00016116	5107	C25H3.7
